lemma,Polarity
herrumbre,-0.375
heterodoxo,-0.5
heterodáctilo,0.25
heterogeneidad,-0.5
heterometábolo,0.25
heterosexismo,0.25
heterosis,0.375
heurística,0.25
hi-fi,0.375
hialino,0.25
hibris,-0.25
hidrobátidos,-0.375
hidrocefalia,-0.25
hidrocele,-0.25
hidrofobia,-0.281
hidrofítico,0.25
hidrofóbico,-0.25
hidrogenar,0.25
hidromorfona,-0.375
hidropesía,-0.375
hidroxicina,-0.25
hidrófilo,0.25
hidrófobo,0.375
hierro_cinco,-0.25
hierro_ondulado,0.25
hifi,0.375
higiene_dental,0.25
higienizar,0.25
higiénico,0.5
higrofítico,0.375
higrófilo,0.375
hijo_de_ganancia,-1.0
hijo_de_puta,-0.625
hijo_ilegítimo,-1.0
hijoputa,-0.625
hilarante,0.625
hilaridad,0.375
himenomicetes,-0.25
hinayanismo,0.25
hincar_el_diente,0.25
hinduismo,0.25
hinduísmo_ortodoxo,0.25
hiosciamina,0.25
hiperactivo,0.375
hiperacusia,-0.25
hiperadrenocorticalismo,-0.5
hipercalciuria,-0.375
hipercapnia,0.25
hipercolesterolemia,-0.375
hipercrítico,0.25
hiperemesis,-0.375
hiperglucemia,0.25
hiperinsulinismo,-0.25
hipermetropía,-0.375
hiperopía,-0.375
hiperpigmentación,0.375
hiperplasia,-0.375
hipertiroidismo,0.375
hipertrofia,-0.375
hipertrofiado,0.25
hipertónico,0.4065
hiperón,-0.25
hipnotizado,0.5
hipnotizador,0.313
hipocalcemia,-0.375
hipocondriaco,-0.375
hipocondría,-0.75
hipocondríaco,-0.6875
hipogammaglobulinemia,-0.25
hipoglucemia,-0.4375
hipoglucémico,-0.375
hipognato,-0.625
hipogonadismo,-0.25
hiponimia,-0.375
hipoparatiroidismo,-0.375
hipopnea,0.25
hipopotasemia,-0.25
hipospadias,-0.375
hipotensión,-0.375
hipotenso,-0.375
hipotiroidismo,-0.625
hipotónico,-0.375
hipócrita,-0.375
hipócritamente,-0.375
histeria,-0.437
histeria_de_angustia,-0.5
histeria_de_conversión,-0.5
histerismo,-0.437
histerocatalepsia,-0.375
historia_heroica,-0.25
historiador_del_arte,-0.25
histriónico,0.5
histérico,-0.5
hiyab,-0.25
hobby,0.375
hogareño,0.375
hoguera_de_campamento,0.25
hoja_de_cuchilla,0.25
hoja_de_cuchillo,0.25
hoja_informativa,0.25
hoja_trifoliada,-0.25
holgado,-0.25
holgazanería,-0.625
holgazán,-0.25
holgura,0.292
hollín,-0.25
holometábolo,0.375
hombre_de_peso,0.375
hombre_del_neanthertal,0.25
hombre_del_tiempo,-0.25
hombre_lobo,-0.25
homeopatía,0.5
homeotermo,0.25
homicida,-1.0
homicidio,-0.312
homicidio_involuntario,-0.25
homicidio_sin_premeditación,-0.25
homilía,0.25
homo_sapiens,0.25
homocéntrico,0.25
homocíclico,0.25
homogeneidad,0.25
homogéneo,0.375
homosexualidad,0.25
homotermo,0.25
hondo,0.375
honestidad,0.313
honesto,0.438
hongo_carbón,-0.25
hongo_del_marchitamiento,-0.25
honor,0.75
honorabilidad,0.813
honorable,0.583
honorablemente,0.75
honorado,0.875
honorario,0.2815
honorarios,0.313
honores,0.5
honorífico,0.75
honradez,0.25
honrado,0.667
honrar,0.5
horas,-0.25
horizonte_sensible,0.25
hormiguilla,-0.375
hormigón_armado,0.25
horrendo,-0.625
horribilidad,-0.375
horrible,-0.429
horridez,-0.375
horripilante,-0.4
horririzar,-0.25
horror,-0.354
horrorizado,-0.625
horrorizar,-0.437
horroroso,-0.5
hortera,-0.625
horterada,-0.375
hortícola,-0.25
hosanna,0.375
hosco,-0.75
hospedador,0.375
hospital,0.25
hospital_de_campaña,-0.25
hospitalario,0.75
hospitalidad,0.563
hosquedad,-0.562
hostigamiento,-0.25
hostigar,-0.35
hostilidad,-0.344
hostilidades,-0.375
huelga,-0.25
huelga_de_celo,-0.5
huero,0.25
humanar,0.25
humanidades,0.375
humanista,0.375
humanizar,0.25
humanístico,0.25
humeante,0.25
humidificar,0.25
humillante,-0.75
humillar,-0.458
humorada,0.375
huracán,-0.375
huraño,-0.792
hurañía,-0.25
hurtar,-0.687
husmeador,-0.25
husmeo,-0.5
huérfano,-0.375
hyphantria,0.25
hytrin,0.25
hábeas_corpus,-0.25
hábil,0.875
hápax,0.375
háptico,-0.375
hídrico,0.375
hípica,0.25
hórrido,-0.5
iclonoclasta,-0.375
iconfundible,0.25
iconoclasia,-0.5
iconoclasía,-0.5
iconoscopio,0.25
ictal,-0.25
idea_original,0.25
ideal,0.425
idealista,0.25
idealizado,0.875
identificable,0.625
identificado,0.25
idigno_de,-1.0
idioma,0.25
idiota,-0.75
ido,-0.625
idolatrado,0.375
idoneidad,0.75
idílico,0.688
idóneo,0.7
ignominia,-0.375
ignominioso,-0.5
ignorado,-0.5
ignorancia,-0.562
ignorante,-0.384
ignífugo,-0.25
igualado,0.625
ilegal,-0.313
ilegalizar,-0.437
ilegibilidad,-0.25
ileso,0.375
iletrado,-0.437
ilimitadamente,-0.25
iluminarse,0.625
ilustrado,0.542
ilustrativo,0.438
ilustre,0.708
ilógico,-0.4375
imaginable,0.25
imaginación,-0.437
imaginado,-0.625
imaginario,-0.625
imaginativo,0.625
imagismo,0.25
imbecilidad,-0.417
imitado,0.25
imitativo,0.292
immaculado,0.5
immunizar,-0.25
impacción_dentaria,-0.333
impaciencia,-0.333
impactar,-0.25
impagado,-0.375
impago,-0.3125
imparable,-0.375
impasable,-1.0
impasibilidad,-0.417
impecable,0.375
impedimento_olfativo,-0.25
impenetrabilidad,-0.25
impenitente,0.25
impensable,-0.625
imperativo,-0.25
imperceptible,-0.25
imperceptivo,-0.375
imperdonable,-0.562
imperfectamente,-0.75
imperfecto,-0.312
impermeabilidad,0.25
impermeabilizante,0.25
impersonalmente,-1.0
impertinencia,-0.25
impertubabilidad,-0.375
impetuosamente,-0.25
impetuoso,-0.75
impiedad,-0.5
implacable,-0.625
implantado,0.25
implicado,0.417
imploración,0.25
implorante,0.25
impoluto,0.25
impolítico,-0.5
imponente,0.667
imponer_un_castigo,-0.375
imponibilidad,-0.25
impopular,-0.25
impopularidad,-0.75
importancia,0.354
importunar,-0.25
importuno,-0.375
imposible,-0.25
imposible_de_oponérsele,-0.5
impostor,-0.25
impostura,-0.325
impotencia,-0.25
impotente,-0.375
impracticable,-0.25
imprecación,-0.625
impreciso,-0.292
impregnar,0.375
impresentable,-0.25
impresionable,0.5
impresionado,0.375
impresionante,0.458
impresionar,0.375
impresionismo,0.25
impresión_sensorial,-0.25
imprevisible,-0.437
imprevisión,-0.75
imprevisor,-0.75
imprevisto,-0.25
imprimatur,0.375
imprimátur,0.375
improcedencia,-0.375
improcedente,-0.375
improductividad,-0.25
impromptu,-0.375
improperio,-0.542
impropiamente,-0.5
impropicio,-0.75
impropiedad,-0.625
impropio,-0.375
impudencia,-0.25
impudente,0.5
impuesto_de_exportación,-0.25
impuesto_de_protección,-0.25
impugnar,-0.458
impulsado,0.375
impulsivamente,-0.25
impulsor,0.375
impune,0.375
impunidad,-0.5
impureza,-0.312
impás,-0.625
impío,-0.417
imágenes_prediseñadas,-0.25
in,0.25
in_en_contra,0.375
in_flagrante,-0.25
inabordable,-0.25
inacabable,-0.375
inaccesibilidad,-0.25
inaceptabilidad,-0.375
inaceptable,-0.417
inacostumbrado,-0.375
inadaptable,-0.375
inadaptado,0.25
inadaptador,0.25
inadecuación,-0.312
inadecuado,-0.288
inadmisibilidad,-0.25
inadmisible,-0.625
inadoptable,-0.375
inalcanzable,-0.312
inalienable,-0.417
inalterado,0.292
inamovible,-0.75
inanición,-0.5
inanidad,-0.875
inanimado,-0.687
inapelabilidad,0.25
inapetente,-0.625
inapetitoso,-0.625
inaplicabilidad,-0.5
inaplicable,-0.25
inarmónico,-0.312
inasistencia,-0.375
inasistencia_escolar,-0.25
inatacable,-0.312
inatención,-0.5
inbuir,0.25
incambiable,0.5
incansable,0.313
incansablemente,-0.25
incapacidad,-0.469
incapacitador,-0.25
incapaz,-0.321
incauta,-0.25
incauto,-0.3125
incendiar,-0.25
incendiarismo,-0.25
incendio,-0.25
incendio_provocado,-0.25
incensar,-0.375
inceremonioso,-0.5
incertitud,-0.25
incesto,0.25
incidente,0.25
incitador,0.375
incitante,0.5
incitativo,0.25
inclemente,-0.25
inclumplir,-0.5
inclusivo,0.5
incognoscible,-0.625
incoherencia,-0.25
incombinable,-0.75
incomodar,-0.425
incomparecencia,-0.375
incompasivo,-0.375
incompatiblemente,-0.5
incompetencia,-0.844
incompetente,-0.339
incompetentemente,-0.25
incomprendido,-0.25
incomprensión,-0.625
inconcebible,-0.5
inconclusamente,0.25
inconcreción,-0.25
incondicional,0.25
inconfundible,0.313
incongruencia,-0.375
inconmensurado,-0.375
inconmutable,-0.312
inconocible,-0.437
inconquistable,-0.437
inconsciencia,-0.469
inconsciente,-0.453
inconscientemente,-0.25
inconsecuencia,-0.312
inconsistencia,-0.281
inconsolable,-0.75
inconstancia,-0.437
inconstante,-0.458
inconstitucional,-0.5
inconstructivo,-1.0
incontable,0.25
incontaminado,0.625
incontrolable,-0.25
incontrolado,0.325
incontrovertible,0.25
inconveniente,-0.4375
inconvertible,-0.333
incorrupción,0.5
incorruptibilidad,-0.375
incorrupto,0.25
incrementado,0.438
increpación,-0.562
increpar,-0.625
increíble,0.458
incriminable,-1.0
incriminación,-0.625
incriminatorio,-0.5
inculcación,0.25
inculpación,-0.562
inculpar,-0.312
inculpatorio,-0.5
incultura,-0.875
incumplimiento_de_contrato,-0.375
incurable,-0.292
incuria,-0.25
incursionar,-0.25
incómodo,-0.271
indebido,-0.292
indecencia,-0.583
indeciso,-0.25
indecoro,-0.5
indecoroso,-0.583
indefectible,0.25
indefendible,-0.437
indefensable,-0.25
indefensible,-0.25
indefensión,-0.5
indefenso,-0.292
indefinible,-0.312
indefinición,-0.25
indefinida,-0.375
indelicadeza,-0.375
indelicado,-0.375
indelimitable,-0.25
indemne,0.417
independiente,0.25
indescriptible,-0.375
indestructibilidad,-0.5
indetectable,-0.25
indetectado,-0.375
indeterminable,-0.25
indicado,0.679
indicativo,0.292
indiferencia,-0.325
indigerible,-0.75
indigestibilidad,-0.375
indigestible,-0.875
indigestión,-0.25
indigesto,-0.687
indignado,-0.5
indignante,-0.5
indignidad,-0.5
indigno,-0.75
indiscernible,-0.375
indisciplinado,-0.3
indiscreción,-0.406
indiscriminado,-0.292
indiscutible,-0.25
indisimulado,0.5
indistinguible,-0.437
individual,0.3
individualista,0.313
individualizado,0.375
indivisible,0.313
indizar,0.25
indomabilidad,-0.25
indomable,-0.292
indoméstico,-0.25
inducido,0.25
indulgente,0.45
indumento,-0.25
industria_de_la_moda,0.25
industrializado,0.375
industriar,0.375
indómito,-0.25
ineducable,0.25
ineficacia,-0.812
ineficaz,-0.337
ineficiencia,-0.875
ineficiente,-0.75
inelasticidad,-0.875
inelegancia,-0.5
inelegantemente,-0.5
inelegibilidad,-0.25
ineligible,-0.875
ineludible,0.292
ineptitud,-0.375
inepto,-0.273
inequívoco,0.469
inerme,-0.25
inescrupuloso,-0.5
inescrutable,-0.375
inestabilidad,-0.25
inestimable,0.375
inexacto,-0.344
inexcusable,-0.458
inexcusablemente,-0.5
inexorable,-0.312
inexperiencia,-0.5
inexperto,-0.3215
inexpiable,-0.75
inexplicable,-0.5
inexplicación,-0.5
inexplorado,-0.312
inexpresable,-0.25
inexpresivamente,-0.375
inexpresivo,0.25
inexpugnabilidad,-0.375
inexpugnable,-0.625
inextinguible,-0.25
inextirpable,-0.25
inextricable,-0.75
infalibilidad,0.25
infalible,-0.375
infamador,-0.25
infame,-0.25
infamia,-0.333
infanticidio,-0.25
infantil,0.275
infatigable,0.313
infección_respiratoria_inferior,-0.5
infecto,0.375
infecundidad,-0.375
inferible,0.625
infernal,-0.525
infertilidad,-0.375
infidencia,-0.375
infiel,-0.312
infierno,-0.8
infinitamente,-0.25
infinto,0.25
inflacionista,0.375
inflación,0.25
inflado,-0.25
inflagaitas,-0.375
inflamable,0.375
inflamación,-0.25
inflamarse,-0.25
inflexibilidad,-0.45
inflexible,-0.281
infligir,-0.75
inflingir,-0.75
influenciable,0.5
influenciado,0.25
influenciar,0.375
influir,0.25
influyente,0.281
información_interna,0.25
informado,0.594
informal,-0.304
informalmente,-0.25
informativo,0.375
informe,-0.25
infortunio,-0.4
infrabastecer,0.375
inframaxilar,-0.5
infranqueable,-0.937
infrarrojo,0.25
infrasónico,0.375
infravivienda,-0.25
infructuosidad,0.25
infructuoso,-0.333
infundado,-0.25
infundir_miedo,-0.625
infundir_temor,-0.625
ingeniera,0.25
ingeniero_espacial,0.375
ingenioso,0.531
ingenuo,-0.375
ingerir,0.375
ingratitud,-1.0
ingrato,-0.75
inhabilidad,-0.875
inhabilitado,-0.625
inharmónico,-0.25
inheredable,-0.375
inhibidor,0.3125
inhibirse,-0.25
inhospitalario,-0.375
inhospitalidad,-0.75
inhumación,-0.25
inhumanidad,-0.333
iniciador,0.25
inicuo,-0.312
inidentificado,-0.375
inigual,-0.375
inigualable,0.25
inigualado,0.375
inimaginable,-0.375
ininteligente,-0.5
injerto_de_piel,-0.25
injurioso,-1.0
injustamente,-0.25
injustificable,-0.375
injustificadamente,-0.5
injustificado,-0.25
inmaculado,0.313
inmaduro,-0.292
inmanejable,-0.25
inmanente,0.438
inmarcesible,-0.25
inmemorable,0.25
inmencionable,0.25
inmenso,0.375
inmensurable,0.25
inmerecido,-0.7
inmigrado,-0.25
inmigrante,-0.25
inminencia,-0.375
inmoderado,-0.25
inmodestia,0.25
inmolación,-0.375
inmolar,-0.5
inmoral,-0.25
inmortal,-0.375
inmortalidad,-0.312
inmovilista,0.25
inmudable,-0.25
inmundicia,-0.25
inmundo,-0.312
inmunitario,-0.25
inmutabilidad,-0.625
innavegable,-0.5
innoble,-0.292
innombrable,0.25
innovador,0.5
innumerable,0.25
inobservancia,-0.812
inocentada,0.375
inocente,0.393
inocentón,-0.25
inoculación,-0.25
inodoro,-0.25
inoperable,-0.5
inoportuno,-0.361
inositol,-0.25
inpalpable,-0.25
inpenetrable,-0.437
inprocedencia,-0.25
inpronunciable,0.25
inquietamente,-0.375
inquietante,-0.375
inquietar,-0.344
inquietarse,-0.333
inquieto,-0.275
inquina,-0.25
inquiridor,0.375
inquisición,-0.25
inquisidor,0.375
inquisitivamente,-0.25
inquisitorial,0.375
insalubridad,-0.25
insalvable,-0.5
insalvables,-0.5
insania,-0.25
insatisfacción,-0.312
insatisfacible,-0.5
insatisfactorio,-0.25
insatisfecho,-0.5
insecticida,-0.25
insecto_coreido,0.25
inseguridad,-0.437
insensatez,-0.268
insensato,-0.333
insensibilidad,-0.375
insensibilizado,-0.5
insensitividad,-0.625
inservible,-0.25
insidia,-0.437
insidioso,-0.25
insignia_de_grado,-0.375
insignia_de_rango,-0.375
insignias,-0.25
insincera,-0.25
insincero,-0.5
insipidez,-0.275
insociable,-0.375
insolencia,-0.375
insolente,-0.375
insoluble,-0.458
insolvencia,-0.75
insolvente,0.5
insonorizado,0.0625
insoportable,-0.375
insospechadamente,-0.375
insospechado,-0.375
insostenible,-0.5
inspector_general,-0.25
inspiracional,0.375
inspirador,0.375
instalaciones_recreativas,0.25
instalación_deportiva,0.25
instantaneidad,0.375
instantáneamente,-0.25
instigador,0.25
instigador_de_odio,-0.25
instinto_de_muerte,-0.5
instinto_paternal,0.25
institucionalizado,0.375
institución_docente,0.375
institución_educacional,0.375
instructivo,0.375
instruido,0.542
instrumental,0.313
instrumentalismo,0.25
instrumento_de_percusión,0.25
instrumento_de_tortura,-0.25
instrumento_óptico,0.25
insubmergible,-0.375
insubordinado,-0.375
insubstancialidad,-0.875
insuficiencia,-0.417
insuficiencia_cardíaca,-0.375
insuficiencia_coronaria,-0.375
insuficiencia_renal,-0.25
insuficiente,-0.375
insulsez,-0.5
insulso,-0.344
insultante,-0.75
insulto,-0.5
insultos,-0.25
insurgente,-0.25
insurrecto,0.25
insustancial,-0.286
insustancialidad,-0.5
insípido,-0.25
insólito,-0.25
intachable,0.5
integrador,0.0625
integrante,0.375
integridad,0.333
integridad_personal,0.375
intelectual,0.594
inteligencia,0.275
inteligencia_táctica,-0.25
inteligente,0.604
inteligibilidad,0.25
intemperadamente,0.25
intencionado,0.438
intencional,0.5
intencionalidad,0.292
intensamente,-0.25
intensional,0.375
intento_de_estafa,-0.25
interactivo,0.375
interactuación,0.25
intercalar,0.25
intercambiabilidad,0.375
intercambiable,0.375
intercambio_de_favores,0.25
intercambio_de_pareja,0.25
interconfesional,0.375
interdependiente,0.25
interdicto,-0.344
interdicto_permanente,-0.25
interdisciplinario,0.25
interesado,0.313
interesante,0.563
interesar,0.333
interesarse,0.563
interferencia,-0.25
interinidad,-0.25
interino,-0.25
intermolecular,0.375
internarse,0.375
interno,0.281
interpersonal,0.375
interpretable,0.625
interpretación_de_roles,0.25
interpretativo,0.375
interrelacionarse,0.25
intersecarse,0.25
intersectar,0.25
intersexual,0.313
interuniversitario,-0.25
interés,0.321
interés_personal,0.313
interés_simple,0.375
intimidado,-0.292
intimidante,-0.5
intolerable,-0.25
intolerancia,-0.312
intoxicación,-0.25
intraducible,-0.25
intranquilizador,-0.25
intranquilizar,-0.25
intransigencia,-0.375
intransigente,-0.312
intransitable,-1.0
intransitivo,-0.375
intratable,-0.292
intrigante,0.313
introductorio,0.25
introvertido,0.3125
intrínseco,0.25
intuicionismo,0.25
inundado,0.25
inundarse,0.25
inutilidad,-0.292
inutilizable,-0.375
invalidez,-0.292
invalorable,0.5
invasor,-0.375
invectiva,-0.333
invencibilidad,-0.25
inventivo,0.625
investigación_empírica,0.25
investigación_judicial,-0.5
investigador,0.375
inviabilidad,-0.25
inviable,-0.25
invicto,0.625
invidencia,-0.75
invidente,-0.5
inviolable,-0.281
invisibilidad,-0.25
invitador,0.25
involucrado,0.313
involuntariamente,-0.312
invulnerabilidad,-0.312
inyectable,0.375
inánime,-0.344
inédito,-0.25
inútil,-0.31
ionosfera,0.25
ipomoea,0.25
ir_a_dormir,-0.25
ir_a_rebufo,-0.25
ir_contra,0.375
ir_de_excursión,0.25
ir_de_gira,0.313
ir_de_puntillas,-0.375
ir_en_yate,-0.25
iracundia,-0.375
iracundo,-0.583
irascibilidad,-0.375
irascible,-0.562
iron_número_cinco,-0.25
irracional,-0.325
irracionalidad,-0.437
irreal,-0.375
irrealizable,-0.25
irreconocible,-0.687
irrecuperable,-0.625
irredimible,-0.25
irreducible,-0.625
irreligioso,-0.25
irremediable,0.375
irreparable,0.313
irrepresentable,-0.875
irreprimibilidad,0.375
irreprimible,0.375
irreprimido,-0.25
irresoluble,-0.25
irresoluto,-0.25
irrespetuoso,-0.5
irreverencia,-0.312
irreverente,-0.333
irreverentemente,-0.375
irreversibilidad,-0.25
irreversible,-0.75
irrisión,-0.375
irritabilidad,-0.375
irritable,-0.479
irritación,-0.417
irritado,-0.625
irritante,-0.5
irritar,-0.361
irrompible,0.313
irse_a_pique,-0.25
irse_al_catre,-0.25
irse_de,-0.625
irvingia,-0.375
isocíclico,0.25
isoniacida,0.25
isósceles,0.25
isótropo,0.375
italohablante,0.25
iterativo,0.563
itraconazol,-0.25
ixódidos,-0.5
izado,0.375
izquierdas,0.25
izquierdo,0.25
jacaranda,-0.25
jacarandá,-0.25
jacobeo,0.25
jaqueca,-0.25
jardín_del_Edén,0.375
jarra_de_Leyden,0.25
jarrete,-0.25
jaspeación,0.25
jaspeado,0.25
jeans,-0.25
jeremiada,-0.5
jerga,0.375
jesuita,0.375
jesuítico,0.375
jet_set,0.375
jihadi,-0.25
jingoísta,0.25
jitter,-0.375
jocosamente,0.375
jocosidad,0.275
jocoso,0.5
jocundidad,0.5
jodido,0.375
jonrón,0.375
jorge,0.25
jorguinería,-0.25
jornada,0.25
jornadas,0.25
jorobado,-0.5
jorobar,-0.375
jovial,0.775
jovialidad,0.583
joya,0.458
joyas_de_la_corona,-0.375
jubileo,0.375
jubiloso,0.563
jubón,-0.25
judicial,0.25
judío,0.25
judío_conservador,0.25
judío_errante,-0.25
juego_de_mesa,0.25
juego_de_salón,0.5
juego_del_tejo,0.25
juego_sucio,-0.375
jugar_una_broma,-0.625
jugo_digestivo,0.25
juguetón,0.563
juicioso,0.833
jumento,-0.312
jumentoso,-0.25
juncoso,-0.25
junky,-0.375
junta_de_accionistas,0.25
junta_de_reclutamiento,0.25
juntado,0.375
juntamente,-0.25
junto,0.375
juramento_hipocrático,0.375
jurar_el_cargo,0.25
jurar_renunciar_a,0.375
justicia,0.25
justiciable,0.5
justiciero,-0.25
justificable,0.625
justificadamente,0.375
justificador,0.25
justificante,0.25
justificarse,-0.375
justillo,-0.25
justo,0.675
juvenil,0.25
júbilo,0.542
kaon,-0.25
kart,-0.25
kaón,-0.25
kernicterus,-0.375
kiang,-0.25
kimono,-0.25
kitch,-0.375
kitsch,-0.6875
kleenex,-0.25
koinonía,0.25
la_intelectualidad,0.25
la_verdad,0.75
labrantío,0.5
laceración,-0.25
lacrar,0.375
lactante,-0.25
lactar,0.375
lactoflavina,-0.375
lacónico,0.375
ladino,0.625
lado_bueno,-0.5
lado_positivo,-0.5
ladrón,-0.25
ladrón_de_carretera,-0.25
lagrimar,-0.875
laicado,0.25
laicismo,0.25
lama_glama,-0.25
lambdacismo,-0.25
lamentable,-0.4
lamentable_caso,-0.25
lamentable_ejemplo,-0.25
lamentablemente,-0.5
lamentación,-0.5
lamentado,-0.5
lamentar,-0.25
lamentarse,-0.464
lamento,-0.475
lampyridae,0.25
lanar,0.25
lanceolado,0.25
languidecer,-0.417
lanuginoso,0.25
lanzar_improperios_contra,-0.625
lanzar_una_ofensiva,-0.375
lapidación,-0.25
lapidar,-0.25
largeza,0.25
largo,0.3
larguirucho,0.25
laringitis_espasmódica,-0.25
laringofaringe,-0.5
larvado,0.25
larvicida,-0.25
las_24_horas,-0.25
lasitud,-0.531
lastimar,-0.375
lastimero,-0.75
laterita,-0.25
latitud,-0.25
latitud_lunar,-0.25
latrodectus,-0.25
laudable,1.0
laudatorio,0.75
laureado,0.5
laurear,0.5
laureles,0.5
lauréola,-0.25
lavable,0.375
lavarse_las_manos,-0.25
lavorable,0.5
laxar,0.375
laya,0.25
lazo_azul,0.375
leal,0.7
lealtad,0.313
leche_pasteurizada,-0.25
lechero,0.375
lecho_de_enfermo,-0.25
lechuzo,-0.375
lectura_pública,0.25
lederhosen,-0.25
leer_la_cartilla,-0.25
legalidad,0.5
legalización,0.25
legalizar,0.25
legato,0.25
legible,0.375
legionella,-0.25
legitimar,0.292
legítimo,0.411
lejano,0.292
lengua_afilada,-0.25
lengua_cosmopolita,-0.25
lengua_mordaz,-0.25
lengua_natural,0.25
lengua_sánscrita,0.25
lenguaje_natural,0.25
lenguaje_soez,-0.5
lenitivo,0.0
lentamente,-0.375
lente_anastigmática,0.375
lente_convexa,0.25
lente_de_electrones,-0.25
lente_granangular,-0.25
lentes,-0.25
leonado,0.25
leontina,-0.25
lepiota_morgani,-0.375
lepra,-0.375
leptospira,-0.25
lerdo,-0.812
lesa_majestad,-0.25
lesbiana,0.25
lesión,-0.25
letal,-0.437
letalidad,-0.25
letargo,-0.333
letra_bastardilla,0.25
letra_corrida,0.25
letra_cursiva,0.25
letra_mayúscula,0.25
letrado,0.563
letrero,0.25
leucemia,-0.25
leucocitosis,-0.375
leucoencefalitis,-0.25
leucopenia,-0.375
levantado,0.25
levantar_barricadas,-0.25
levedad,-0.375
ley_de_Dalton,-0.375
ley_del_linchamiento,-0.375
ley_estatutaria,-0.25
ley_marcial,-0.375
ley_musulmana,-0.25
leyenda_fantástica,-0.25
leíble,0.25
leído,0.5
liarse_a_puñetazos,-0.25
liarse_a_puños,-0.375
liberador,0.375
liberal,0.438
liberalidad,0.313
liberalismo,0.25
liberarse,-0.375
libertad_de_expresión,0.25
libertad_de_prensa,0.375
libertad_de_religión,0.25
libertador,0.25
libertario,0.313
libertarismo,0.25
libertinismo,-0.25
libertino,-0.25
librador,0.25
libre,-0.25
libre_comercio,0.25
librecambio,0.25
libreta_de_ahorro,0.25
libreta_de_ahorros,0.25
libro_de_conocimiento,0.25
licantropía,0.25
licenciarse,0.375
licencioso,-0.375
licitador,0.25
licitud,0.25
licopeno,-0.5
licántropo,-0.25
lid,-0.25
lidiar,-0.25
lidiar_con,0.375
ligado,0.25
ligarse,-0.25
ligeramente,-0.292
ligeros,-0.25
lignificado,-0.25
ligoteo,0.25
liguero,-0.25
ligón,-0.25
lila,0.375
liliáceo,0.375
limenitis,-0.25
limitador,0.5
limnología,0.25
limo,-0.25
limones,0.25
limpiador,0.313
limpieza,0.25
limpio,0.361
limítrofe,0.25
linchamiento,-0.375
linchar,-0.75
lindero,0.25
lindo,0.875
linebacker,0.25
linfadenoma,-0.25
linfogranuloma,-0.25
lingualumina,-0.25
linimento,-0.375
liofilizado,0.25
liposarcoma,-0.375
lipotimia,-0.375
liquescente,0.25
liquidado,0.375
liquidador,0.375
liricidad,0.5
lisiado,-0.5
lisiar,-0.25
lisis,-0.25
lisonjear,0.375
lisonjero,0.688
lista_negra,0.25
listado,0.25
listeriosis,-0.25
listo,0.387
litera_de_abajo,-0.5
liviano,0.375
lividez,-0.75
liza,-0.5
llamada_a_filas,0.25
llamada_de_atención,-0.875
llamada_de_teléfono,0.25
llamada_telefónica,0.25
llamamiento,-0.25
llaneza,0.25
llanto,-0.312
llegar_al_nivel,0.375
llegar_hondo,0.25
llegar_lejos,0.25
lleno,0.321
llevadero,-0.25
llevar_a_término,0.25
llevar_al_altar,0.25
llevar_duelo,-0.5
llevarse_el_pastel,0.25
llorado,-0.5
llorar,-0.667
llorica,-0.25
lloricoso,0.375
lloriquear,-0.281
lloriqueo,-0.375
lloro,-0.281
llorón,-0.5
llovedera,-0.375
llovido,0.375
llueca,0.25
lluvia_radioactiva,-0.625
lo_apetitoso,0.25
lo_certero,0.375
lo_delicioso,0.25
lo_directo,0.375
lo_gustoso,0.25
lo_sabroso,0.25
loable,1.0
loar,0.5
lob,0.375
lobreguez,-0.25
loca,-0.312
localizado,0.25
locatis,-0.292
locato,-0.25
loco,-0.292
locuaz,0.25
locuelo,-0.25
locura,-0.25
lodacero,-0.312
lodazal,-0.25
longanimidad,0.313
longevo,0.375
longitudinalmente,0.375
loquera,-0.5
lordosis,-0.625
lorelei,-0.375
lovastatina,-0.375
loza_china,0.375
loza_de_barro,-0.25
lucha_libre,-0.25
luchador,-0.25
luchar_a_puñetazos,-0.25
lucidez,0.25
lucrar,0.375
lucrativo,0.438
lucro,0.375
ludibrio,-0.25
ludita,0.375
lugar_de_interés_turístico,0.375
lugar_de_moda,0.25
lugar_de_reunión,0.25
lugar_estratégico,0.25
lugar_imagianario,0.25
lugarteniente,0.375
lujoso,0.375
lujuriar,0.25
lujurioso,0.3
luminancia,0.25
luminiscencia,-0.25
luminosidad,0.417
luminoso,0.344
lumpemproletariado,-0.25
luna_de_cosecha,-0.25
lunar_postizo,-0.375
lunático,-0.281
lustrado,0.25
lustroso,0.5
luto,-0.75
luz_de_advertencia,-0.375
luz_de_alarma,-0.375
luz_roja,-0.25
lycopodiales,-0.25
lábil,0.25
lámpara_de_Aladino,0.25
lámpara_de_neón,-0.25
lánguido,-0.312
lástima,-0.25
lésbico,0.25
lícito,0.344
límpido,0.25
línea_de_batalla,-0.375
línea_de_salida,0.25
línea_divisoria,0.25
lío,-0.26
líquido,0.275
lírico,0.25
lívido,0.375
lóbregamente,-0.375
lóbrego,-0.812
lógica,0.292
lógica_alética,0.25
lógica_doxástica,0.25
lógico,0.625
lúbrico,0.313
lúcido,0.417
lúgubre,-0.5
lúgubremente,-0.375
lúpulo,-0.25
macabro,-0.75
machaca,-0.375
machacón,-0.312
machado,-0.25
